activity_id,deal_id,activity_type,activity_date,details
455,144,demo,2025-07-14,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Contain network record have market.""}"
456,144,email,2025-07-18,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Glass since head through if.""}"
457,145,meeting,2025-11-25,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Hope take for get will.""}"
458,145,demo,2025-12-03,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Effort herself stop perform rule artist.""}"
459,145,demo,2025-12-08,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Represent central same sea grow place miss.""}"
460,146,call,2025-08-17,"{""call_duration"": 241, ""outcome"": ""neutral"", ""notes"": ""Kind agree news top assume knowledge.""}"
461,146,demo,2025-08-22,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""World learn individual make perform.""}"
462,147,email,2025-07-07,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Girl whose economic force.""}"
463,147,demo,2025-07-14,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Security fall music red trade development.""}"
464,148,meeting,2026-02-12,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Bank international what coach who pass specific.""}"
465,148,meeting,2026-02-17,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Budget check fine go view raise.""}"
466,148,call,2026-02-23,"{""call_duration"": 420, ""outcome"": ""positive"", ""notes"": ""Weight mean stop why indicate.""}"
467,148,demo,2026-02-26,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Chair nothing animal suffer think.""}"
468,149,meeting,2025-07-24,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Control Democrat be interest front might little.""}"
469,149,call,2025-07-29,"{""call_duration"": 539, ""outcome"": ""negative"", ""notes"": ""Place behavior either small throughout.""}"
470,149,email,2025-07-31,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Fire new bar history economic industry pick.""}"
471,149,meeting,2025-08-08,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Owner agreement expect clear difficult hair.""}"
472,149,meeting,2025-08-14,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Property themselves hit hospital property him again heart.""}"
473,149,meeting,2025-08-20,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Point suggest around matter something machine poor.""}"
474,150,email,2025-09-08,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Available but yet report save.""}"
475,150,demo,2025-09-10,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Modern clearly story fine image we.""}"
476,150,email,2025-09-17,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Consumer off above home stay.""}"
477,150,meeting,2025-09-26,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Nature manage specific area listen above.""}"
478,150,call,2025-10-05,"{""call_duration"": 551, ""outcome"": ""positive"", ""notes"": ""Be add PM three successful weight.""}"
479,150,meeting,2025-10-10,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Wife table might beautiful lay small know subject.""}"
480,151,demo,2026-03-11,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Above maintain they staff another must outside.""}"
481,151,call,2026-03-14,"{""call_duration"": 500, ""outcome"": ""positive"", ""notes"": ""Either spend particular no figure rich ability season.""}"
482,151,email,2026-03-16,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Yeah step lay eight.""}"
483,152,demo,2026-03-11,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Claim although drive recognize through peace.""}"
484,152,call,2026-03-17,"{""call_duration"": 104, ""outcome"": ""negative"", ""notes"": ""Produce form how baby important campaign.""}"
485,152,call,2026-03-19,"{""call_duration"": 350, ""outcome"": ""positive"", ""notes"": ""Opportunity in cup hospital evidence room.""}"
486,152,email,2026-03-29,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Win unit appear move wear full culture your.""}"
487,152,email,2026-03-31,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Under why hour.""}"
488,153,call,2025-09-17,"{""call_duration"": 331, ""outcome"": ""negative"", ""notes"": ""Born program arrive support study.""}"
489,154,call,2025-12-24,"{""call_duration"": 277, ""outcome"": ""positive"", ""notes"": ""Act that word several and team.""}"
490,154,demo,2025-12-26,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Character capital Mrs risk produce.""}"
491,154,email,2026-01-03,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Gas require whom analysis couple night mind.""}"
492,155,meeting,2026-02-21,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Run process her quickly office per country.""}"
493,155,meeting,2026-02-25,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Ago executive evidence bag task.""}"
494,155,demo,2026-03-05,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Help mission mind result father itself summer.""}"
495,156,meeting,2025-08-09,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""There last American season system.""}"
496,156,meeting,2025-08-19,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Take brother same hope just.""}"
497,156,email,2025-08-23,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Anyone their myself those front others somebody.""}"
498,157,demo,2025-10-22,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Save tree respond long us late.""}"
499,157,email,2025-10-24,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Relate start return through court serious.""}"
500,157,email,2025-10-31,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Very situation soon.""}"
501,158,meeting,2026-02-06,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Special size enter or to star investment.""}"
502,158,demo,2026-02-16,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Move phone shake ago money.""}"
503,158,call,2026-02-20,"{""call_duration"": 428, ""outcome"": ""negative"", ""notes"": ""Recent fact play allow black.""}"
504,159,demo,2026-01-07,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""First to arrive significant until where find.""}"
505,159,email,2026-01-10,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Less push pull read.""}"
506,159,email,2026-01-14,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Recently me forget research north nature company.""}"
507,159,meeting,2026-01-16,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""I true pick mission free with.""}"
508,159,email,2026-01-20,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Dream whose join home notice dark.""}"
509,160,meeting,2025-11-22,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Congress baby effort life beat.""}"
510,160,email,2025-12-01,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""In with let again something.""}"
511,160,email,2025-12-06,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Together baby southern despite start cultural.""}"
512,160,demo,2025-12-09,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Budget management shoulder food choose.""}"
513,160,demo,2025-12-16,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Begin role site behavior alone property reach.""}"
514,161,meeting,2025-06-22,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Focus six idea along.""}"
515,161,call,2025-06-30,"{""call_duration"": 123, ""outcome"": ""negative"", ""notes"": ""Company building western firm.""}"
516,161,call,2025-07-03,"{""call_duration"": 116, ""outcome"": ""neutral"", ""notes"": ""Teach move base bag avoid face fill.""}"
517,162,meeting,2025-11-01,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Hair fine kid report.""}"
518,162,demo,2025-11-08,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Simple region quickly.""}"
519,163,demo,2025-10-21,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Coach side manager across operation beautiful.""}"
520,163,call,2025-10-30,"{""call_duration"": 577, ""outcome"": ""neutral"", ""notes"": ""Tree key television.""}"
521,164,meeting,2025-06-22,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Particular else early.""}"
522,164,email,2025-06-29,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Significant heart very key me they party.""}"
523,164,email,2025-06-30,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Also until they when meet police and late.""}"
524,164,email,2025-07-05,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Wait history today article water receive audience late.""}"
525,165,call,2025-06-28,"{""call_duration"": 439, ""outcome"": ""neutral"", ""notes"": ""Congress executive part fast.""}"
526,165,meeting,2025-07-04,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Section record increase well special group.""}"
527,165,meeting,2025-07-07,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Game understand once season hit decade.""}"
528,165,meeting,2025-07-17,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Leave difficult rather world accept first.""}"
529,166,demo,2026-02-10,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Find others ready memory national early.""}"
530,166,email,2026-02-16,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Easy bring daughter in beautiful cultural current these.""}"
531,167,call,2025-11-02,"{""call_duration"": 79, ""outcome"": ""negative"", ""notes"": ""Yeah Mr treat lead.""}"
532,167,call,2025-11-09,"{""call_duration"": 390, ""outcome"": ""positive"", ""notes"": ""Church edge recently try task imagine never.""}"
533,167,demo,2025-11-11,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Degree public else.""}"
534,167,meeting,2025-11-13,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""With matter lot their some process relationship.""}"
535,168,email,2026-02-13,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Scene cost upon office professor.""}"
536,169,email,2025-08-24,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Cup still modern occur you.""}"
537,169,call,2025-08-26,"{""call_duration"": 309, ""outcome"": ""neutral"", ""notes"": ""Exist wonder figure race know.""}"
538,169,email,2025-09-03,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""When impact morning white.""}"
539,170,email,2025-10-02,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Benefit happy anyone be power hot.""}"
540,170,email,2025-10-07,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Suggest now know article owner meeting.""}"
541,170,meeting,2025-10-15,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Stage spring society knowledge husband look.""}"
542,171,call,2025-08-17,"{""call_duration"": 291, ""outcome"": ""positive"", ""notes"": ""Economy statement budget win.""}"
543,171,email,2025-08-27,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Serious theory tree to ability.""}"
544,172,meeting,2026-03-24,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Watch number two court.""}"
545,173,email,2025-09-27,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Enter prove stay word.""}"
546,173,email,2025-09-30,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Strategy glass accept hit.""}"
547,174,call,2026-02-25,"{""call_duration"": 180, ""outcome"": ""neutral"", ""notes"": ""Audience economy miss wonder coach.""}"
548,174,demo,2026-02-26,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Or force hand.""}"
549,174,email,2026-03-01,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Thank magazine statement wind believe more.""}"
550,174,email,2026-03-06,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Sing how bed once free call.""}"
551,174,meeting,2026-03-08,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Institution term anyone thing information last fear mean.""}"
552,175,email,2025-06-01,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Year upon five source family risk thing.""}"
553,175,email,2025-06-08,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Color deal late step.""}"
554,175,email,2025-06-15,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Face seek call.""}"
555,176,email,2025-11-16,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Those we law suggest lay team.""}"
556,176,email,2025-11-19,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Build change remain prove.""}"
557,176,call,2025-11-21,"{""call_duration"": 591, ""outcome"": ""positive"", ""notes"": ""Represent wind art number create right.""}"
558,176,email,2025-11-24,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Politics indicate well take provide.""}"
559,176,email,2025-11-27,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Rich fact level tree especially including rock.""}"
560,176,demo,2025-12-01,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Program property herself writer television.""}"
561,176,demo,2025-12-07,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Claim west figure music.""}"
562,177,email,2026-02-12,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Yeah worry official general although I.""}"
563,177,demo,2026-02-14,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Individual plant suggest imagine control fight carry impact.""}"
564,177,meeting,2026-02-15,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Natural building where government whatever research simple.""}"
565,178,email,2025-06-16,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""All wait result discover.""}"
566,179,meeting,2025-11-13,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Move develop control sport.""}"
567,179,email,2025-11-20,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""With way prevent concern investment staff kid.""}"
568,179,email,2025-11-28,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Possible quality matter art box.""}"
569,180,email,2025-07-30,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Room family nature respond current.""}"
570,180,demo,2025-08-02,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Must for him similar natural lawyer soldier.""}"
571,180,meeting,2025-08-08,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Catch activity glass statement ago.""}"
572,180,demo,2025-08-12,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Much control wind there third dark.""}"
573,180,email,2025-08-19,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Reveal ground stage heavy air six.""}"
574,180,meeting,2025-08-20,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Fight sort thus these stay recognize.""}"
575,181,demo,2025-12-17,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Onto international century source need.""}"
576,181,meeting,2025-12-24,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Always rather none.""}"
577,181,email,2026-01-01,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Into a wait.""}"
578,181,demo,2026-01-11,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Popular party fear green their teacher.""}"
579,182,call,2025-12-16,"{""call_duration"": 110, ""outcome"": ""neutral"", ""notes"": ""Issue send decade pretty.""}"
580,182,demo,2025-12-25,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Them quite soon dark policy.""}"
581,182,call,2025-12-26,"{""call_duration"": 156, ""outcome"": ""neutral"", ""notes"": ""Participant less newspaper see represent.""}"
582,182,meeting,2026-01-03,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Night imagine create strong right speak.""}"
583,183,demo,2025-09-12,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Far become beautiful building not magazine cost later.""}"
584,183,call,2025-09-16,"{""call_duration"": 251, ""outcome"": ""neutral"", ""notes"": ""Receive girl world analysis nice likely lay staff.""}"
585,183,demo,2025-09-23,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Certainly well magazine in exist.""}"
586,183,email,2025-09-29,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Forget event west theory.""}"
587,184,email,2025-10-10,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Everybody not performance he because base.""}"
588,184,meeting,2025-10-20,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Answer without cause serious set policy each.""}"
589,184,email,2025-10-21,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Grow environmental personal need help.""}"
590,184,meeting,2025-10-23,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Physical development five.""}"
591,185,demo,2025-04-22,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Actually ask necessary home want fact bed.""}"
592,185,call,2025-04-30,"{""call_duration"": 237, ""outcome"": ""negative"", ""notes"": ""Finish despite art agent.""}"
593,185,meeting,2025-05-05,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Hear develop information.""}"
594,185,call,2025-05-13,"{""call_duration"": 105, ""outcome"": ""neutral"", ""notes"": ""Fall history finish back meeting when light.""}"
595,186,email,2025-12-28,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""International nor produce word somebody think order.""}"
596,186,demo,2026-01-07,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Key relationship perhaps loss which site.""}"
597,187,demo,2025-06-01,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Money budget he rate.""}"
598,187,email,2025-06-04,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Sister training front describe go successful movie.""}"
599,187,meeting,2025-06-07,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Majority financial adult mouth enjoy man.""}"
600,187,meeting,2025-06-10,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Drug anything reduce.""}"
601,188,call,2026-01-05,"{""call_duration"": 304, ""outcome"": ""neutral"", ""notes"": ""Its ability first and.""}"
602,188,meeting,2026-01-13,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Project network north.""}"
603,189,email,2026-02-19,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Human must finally tonight poor visit.""}"
604,189,email,2026-02-26,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""For stage gun ok.""}"
605,189,meeting,2026-03-06,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Prevent culture nearly last.""}"
606,190,demo,2025-04-14,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Increase course section able.""}"
607,191,demo,2025-09-02,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Where store walk season only feel.""}"
608,191,demo,2025-09-04,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Tonight industry health process help.""}"
609,191,demo,2025-09-13,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Interesting family ready member trial deal.""}"
610,191,meeting,2025-09-16,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Field head forward finish few mention deal.""}"
611,191,meeting,2025-09-18,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Laugh finish human what with.""}"
612,192,email,2025-06-16,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Case mean stuff finish cell face hand.""}"
613,193,call,2025-10-06,"{""call_duration"": 258, ""outcome"": ""positive"", ""notes"": ""Station dream across specific his.""}"
614,193,demo,2025-10-07,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""You low actually total state step represent financial.""}"
615,193,email,2025-10-09,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Very mission man learn our.""}"
616,193,demo,2025-10-17,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Foreign again conference consumer.""}"
617,194,meeting,2025-05-31,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Various organization as.""}"
618,194,demo,2025-06-05,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Arrive table look plan class identify.""}"
619,194,email,2025-06-15,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Response prevent board.""}"
620,194,demo,2025-06-17,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Reveal white another across pressure court great.""}"
621,195,meeting,2026-01-03,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Certain read customer trade cultural reveal.""}"
622,195,demo,2026-01-12,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Religious young western then.""}"
623,195,email,2026-01-21,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Score east language song.""}"
624,196,demo,2025-09-20,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Tonight certain resource hair prove.""}"
625,196,call,2025-09-24,"{""call_duration"": 484, ""outcome"": ""neutral"", ""notes"": ""Try perhaps exist strong police senior.""}"
626,196,meeting,2025-10-02,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Way situation piece join hit.""}"
627,196,meeting,2025-10-08,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Charge rule trip prepare throughout.""}"
628,196,demo,2025-10-16,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Find along line role else medical amount.""}"
629,197,demo,2025-06-15,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""And reason people big citizen leave.""}"
630,197,demo,2025-06-16,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""West enjoy notice identify worry television.""}"
631,197,call,2025-06-19,"{""call_duration"": 211, ""outcome"": ""negative"", ""notes"": ""Appear reason organization.""}"
632,198,call,2026-03-23,"{""call_duration"": 549, ""outcome"": ""positive"", ""notes"": ""End down old hope.""}"
633,199,meeting,2025-09-06,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Share painting fish next.""}"
634,199,email,2025-09-10,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Build begin human hear.""}"
635,199,demo,2025-09-15,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Themselves until case degree none action.""}"
636,200,meeting,2026-01-16,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Message sit add throw alone the.""}"
637,200,call,2026-01-18,"{""call_duration"": 97, ""outcome"": ""neutral"", ""notes"": ""Pattern it last seat defense.""}"
638,200,meeting,2026-01-21,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Agency discover develop leg.""}"
639,201,demo,2025-12-28,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Return create allow have.""}"
640,202,demo,2025-06-08,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Discussion she candidate return wonder.""}"
641,202,meeting,2025-06-15,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Economic century weight ground commercial.""}"
642,202,call,2025-06-24,"{""call_duration"": 490, ""outcome"": ""positive"", ""notes"": ""Read education among policy.""}"
643,202,call,2025-07-02,"{""call_duration"": 382, ""outcome"": ""positive"", ""notes"": ""Notice game born not hair do he.""}"
644,203,email,2025-09-16,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Tax interview than ground.""}"
645,203,demo,2025-09-19,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""American cover seem civil.""}"
646,203,demo,2025-09-27,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Energy entire city like eat loss people.""}"
647,203,email,2025-09-29,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Listen property play service bank building.""}"
648,204,demo,2025-11-29,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Present necessary because have gas student art.""}"
649,204,demo,2025-12-08,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Beautiful mother financial read audience experience its.""}"
650,205,meeting,2025-09-10,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Be sometimes authority western training.""}"
651,205,call,2025-09-15,"{""call_duration"": 272, ""outcome"": ""positive"", ""notes"": ""Either response yet industry out night.""}"
652,206,demo,2025-12-16,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Win shake suggest take walk growth those.""}"
653,207,email,2025-10-01,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Story enjoy lay huge full green.""}"
654,207,meeting,2025-10-08,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Stuff good exist response production read ok.""}"
655,207,email,2025-10-14,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Approach federal mouth economy challenge reduce.""}"
656,208,meeting,2025-07-01,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Create various president almost individual skin work case.""}"
657,208,meeting,2025-07-03,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Sure mother current detail line.""}"
658,208,meeting,2025-07-12,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Apply hundred those key.""}"
659,208,call,2025-07-14,"{""call_duration"": 70, ""outcome"": ""negative"", ""notes"": ""Situation behind what son.""}"
660,208,meeting,2025-07-21,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Development another budget number type west without full.""}"
661,208,demo,2025-07-24,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Author decide involve themselves through.""}"
662,208,demo,2025-07-27,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Culture push media.""}"
663,209,email,2025-07-13,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Be training huge sing skill.""}"
664,209,demo,2025-07-23,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Some type world option wrong recognize there.""}"
665,209,meeting,2025-08-01,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Also set level side point any.""}"
666,210,email,2026-02-04,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Those reality pretty.""}"
667,210,call,2026-02-05,"{""call_duration"": 378, ""outcome"": ""negative"", ""notes"": ""Anyone ago position decide building artist than.""}"
668,210,email,2026-02-13,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Remember effort oil account site along our.""}"
669,210,call,2026-02-20,"{""call_duration"": 319, ""outcome"": ""positive"", ""notes"": ""Official heavy defense sense enter these hundred.""}"
670,210,email,2026-02-28,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Oil audience nearly money few front.""}"
671,211,email,2025-07-04,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Policy behavior simple question relationship represent well crime.""}"
672,211,call,2025-07-07,"{""call_duration"": 541, ""outcome"": ""neutral"", ""notes"": ""Yard full let.""}"
673,211,demo,2025-07-13,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""First just none opportunity out front.""}"
674,211,meeting,2025-07-14,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Follow statement morning arrive likely fast leader.""}"
675,211,call,2025-07-19,"{""call_duration"": 583, ""outcome"": ""neutral"", ""notes"": ""Ever scientist heart paper amount chair discussion.""}"
676,212,meeting,2025-06-16,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Those oil bed listen risk news small president.""}"
677,213,email,2025-06-23,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Join analysis accept campaign.""}"
678,213,meeting,2025-06-26,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Rather professional opportunity picture.""}"
679,214,meeting,2026-02-17,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Her need act pull.""}"
680,214,meeting,2026-02-19,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Skin guy until various myself maintain individual.""}"
681,214,demo,2026-02-22,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""After deep go.""}"
